Date,High,Low,Open,Close,Volume,Adj Close
2014-08-01,191.5,188.86000061035156,190.5,189.14999389648438,5181100.0,143.56137084960938
2014-08-04,189.9499969482422,188.60000610351562,189.35000610351562,189.63999938964844,2125900.0,143.9333038330078
2014-08-05,189.1999969482422,186.44000244140625,188.75,187.10000610351562,3307900.0,142.0054931640625
2014-08-06,186.8800048828125,184.44000244140625,185.36000061035156,185.97000122070312,3847000.0,141.9825439453125
2014-08-07,186.67999267578125,183.5800018310547,186.63999938964844,184.3000030517578,2708600.0,140.70753479003906
2014-08-08,186.6699981689453,183.5800018310547,184.39999389648438,186.6300048828125,2781500.0,142.48643493652344
2014-08-11,188.36000061035156,186.27999877929688,187.80999755859375,187.47000122070312,2527200.0,143.12779235839844
2014-08-12,188.69000244140625,186.80999755859375,187.4499969482422,187.33999633789062,1858600.0,143.02853393554688
2014-08-13,188.47999572753906,187.3699951171875,188.0,187.9499969482422,1795000.0,143.4942169189453
2014-08-14,188.1699981689453,186.92999267578125,187.57000732421875,187.8800048828125,1929500.0,143.44076538085938
2014-08-15,188.8800048828125,186.7899932861328,187.85000610351562,187.3800048828125,2814800.0,143.05906677246094
2014-08-18,189.80999755859375,187.75999450683594,188.10000610351562,189.36000061035156,2420300.0,144.5707244873047
2014-08-19,190.25,189.36000061035156,190.0399932861328,190.07000732421875,2040100.0,145.11277770996094
2014-08-20,190.38999938964844,189.25,189.86000061035156,190.10000610351562,2177600.0,145.13572692871094
2014-08-21,192.07000732421875,190.5,190.89999389648438,191.22999572753906,2496500.0,145.99842834472656
2014-08-22,191.8800048828125,190.2899932861328,190.77000427246094,190.41000366210938,1940300.0,145.37237548828125
2014-08-25,191.80999755859375,190.7100067138672,191.38999938964844,191.16000366210938,1723600.0,145.94496154785156
2014-08-26,193.52999877929688,191.02000427246094,191.02000427246094,192.99000549316406,3175400.0,147.34213256835938
2014-08-27,194.1300048828125,191.55999755859375,193.02999877929688,192.25,2190200.0,146.77713012695312
2014-08-28,192.3000030517578,190.66000366210938,191.47000122070312,192.0,1503600.0,146.58624267578125
2014-08-29,192.75,191.13999938964844,192.27999877929688,192.3000030517578,2909400.0,146.81532287597656
2014-09-02,192.97000122070312,190.92999267578125,192.67999267578125,191.55999755859375,2679700.0,146.25033569335938
2014-09-03,192.9499969482422,191.86000061035156,192.38999938964844,191.9499969482422,1822800.0,146.54811096191406
2014-09-04,192.69000244140625,190.05999755859375,191.69000244140625,190.67999267578125,2865000.0,145.5784912109375
2014-09-05,191.75,190.08999633789062,190.52999877929688,191.1999969482422,2260200.0,145.97549438476562
2014-09-08,191.1999969482422,189.50999450683594,190.75,190.13999938964844,2524200.0,145.16619873046875
2014-09-09,190.74000549316406,189.77999877929688,190.33999633789062,189.99000549316406,2403600.0,145.0517120361328
2014-09-10,192.14999389648438,190.10000610351562,190.1199951171875,191.5399932861328,2764000.0,146.2350616455078
2014-09-11,192.77999877929688,190.1199951171875,191.0800018310547,191.72000122070312,2298500.0,146.3725128173828
2014-09-12,191.60000610351562,190.57000732421875,191.47000122070312,191.27999877929688,2901000.0,146.0365447998047
2014-09-15,192.49000549316406,190.5800018310547,191.4199981689453,191.80999755859375,2456400.0,146.44122314453125
2014-09-16,193.57000732421875,190.82000732421875,191.25,192.9600067138672,2561500.0,147.3192138671875
2014-09-17,193.63999938964844,192.3000030517578,193.22000122070312,192.8000030517578,3210800.0,147.1970672607422
2014-09-18,194.1300048828125,192.7100067138672,192.7899932861328,193.75,2963300.0,147.92234802246094
2014-09-19,195.0,193.19000244140625,194.5399932861328,194.0,8852000.0,148.1132049560547
2014-09-22,194.13999938964844,192.6300048828125,193.72000122070312,193.11000061035156,3318000.0,147.43374633789062
2014-09-23,193.07000732421875,191.52000427246094,192.75,191.6199951171875,3301800.0,146.29615783691406
2014-09-24,192.4499969482422,189.8800048828125,191.0,192.30999755859375,3082600.0,146.82293701171875
2014-09-25,192.5,188.97000122070312,192.0500030517578,189.00999450683594,4151400.0,144.3035125732422
2014-09-26,190.3300018310547,188.61000061035156,188.92999267578125,190.05999755859375,2493900.0,145.10513305664062
2014-09-29,189.9600067138672,188.1199951171875,188.50999450683594,189.63999938964844,2336300.0,144.78451538085938
2014-09-30,190.85000610351562,189.14999389648438,189.63999938964844,189.8300018310547,2932600.0,144.92958068847656
2014-10-01,190.39999389648438,186.7899932861328,189.91000366210938,187.1699981689453,3723200.0,142.89871215820312
2014-10-02,187.77999877929688,186.24000549316406,187.66000366210938,186.91000366210938,2283100.0,142.70022583007812
2014-10-03,189.3699951171875,187.55999755859375,188.11000061035156,188.6699981689453,3071500.0,144.04393005371094
2014-10-06,190.88999938964844,188.7100067138672,189.69000244140625,189.0399932861328,2099500.0,144.326416015625
2014-10-07,188.1199951171875,185.5399932861328,187.77000427246094,185.7100067138672,2991300.0,141.78404235839844
2014-10-08,189.60000610351562,185.61000061035156,185.97000122070312,189.36000061035156,2984800.0,144.5707244873047
2014-10-09,189.5,186.08999633789062,189.1199951171875,186.4199981689453,2625400.0,142.32606506347656
2014-10-10,187.74000549316406,185.10000610351562,185.86000061035156,185.92999267578125,5090200.0,141.95199584960938
2014-10-13,186.64999389648438,183.4199981689453,185.49000549316406,183.52000427246094,3596700.0,140.11203002929688
2014-10-14,185.72000122070312,183.58999633789062,184.88999938964844,183.8000030517578,3924700.0,140.32582092285156
2014-10-15,183.7899932861328,178.75,182.4600067138672,181.75,6895800.0,138.7606964111328
2014-10-16,181.47999572753906,178.69000244140625,179.8000030517578,179.83999633789062,5578600.0,137.30250549316406
2014-10-17,182.83999633789062,180.22000122070312,181.24000549316406,182.0500030517578,4350200.0,138.98974609375
2014-10-20,170.3300018310547,166.69000244140625,166.85000610351562,169.10000610351562,23416500.0,129.10281372070312
2014-10-21,166.67999267578125,161.67999267578125,166.39999389648438,163.22999572753906,20949800.0,124.62123107910156
2014-10-22,165.41000366210938,161.10000610351562,162.41000366210938,161.7899932861328,11084800.0,123.52182006835938
2014-10-23,162.8300018310547,161.5399932861328,162.1199951171875,162.17999267578125,7599400.0,123.81958770751953
2014-10-24,162.44000244140625,161.4499969482422,162.0800018310547,162.0800018310547,6652100.0,123.74323272705078
2014-10-27,162.91000366210938,161.80999755859375,162.0,161.8699951171875,4989100.0,123.58294677734375
2014-10-28,163.60000610351562,161.8000030517578,162.0,163.60000610351562,7895300.0,124.90371704101562
2014-10-29,164.6199951171875,162.75999450683594,164.3300018310547,163.4600067138672,4739300.0,124.79684448242188
2014-10-30,164.6199951171875,163.02000427246094,163.5,164.35000610351562,3896000.0,125.47635650634766
2014-10-31,165.58999633789062,163.6199951171875,165.47999572753906,164.39999389648438,5818000.0,125.5145263671875
2014-11-03,164.5399932861328,163.3800048828125,164.25,164.36000061035156,4688200.0,125.48397064208984
2014-11-04,164.36000061035156,162.24000549316406,164.33999633789062,162.64999389648438,4246900.0,124.17840576171875
2014-11-05,163.5399932861328,161.55999755859375,163.1300048828125,161.82000732421875,4104700.0,123.54476928710938
2014-11-06,161.52999877929688,160.0500030517578,161.27999877929688,161.4600067138672,4067600.0,124.11357116699219
2014-11-07,162.2100067138672,160.85000610351562,161.4199981689453,162.07000732421875,3494800.0,124.58248901367188
2014-11-10,164.47000122070312,161.61000061035156,161.89999389648438,163.49000549316406,4958200.0,125.67404174804688
2014-11-11,163.89999389648438,162.60000610351562,163.6999969482422,163.3000030517578,3534400.0,125.52796936035156
2014-11-12,163.0,161.75999450683594,162.27999877929688,161.9199981689453,3378200.0,124.46717071533203
2014-11-13,162.8000030517578,161.8000030517578,162.0,162.7899932861328,3239700.0,125.13595581054688
2014-11-14,164.49000549316406,161.69000244140625,162.10000610351562,164.16000366210938,4978400.0,126.18907165527344
2014-11-17,164.97000122070312,163.72000122070312,164.16000366210938,164.16000366210938,4798900.0,126.18907165527344
2014-11-18,164.75,161.88999938964844,164.72999572753906,161.88999938964844,5410100.0,124.44412231445312
2014-11-19,162.10000610351562,160.9600067138672,162.0500030517578,161.42999267578125,3802600.0,124.09050750732422
2014-11-20,161.5,159.8000030517578,160.9499969482422,160.63999938964844,4183100.0,123.48324584960938
2014-11-21,161.9499969482422,160.75,161.8300018310547,160.9199981689453,4076900.0,123.69850158691406
2014-11-24,163.86000061035156,161.05999755859375,161.5399932861328,162.14999389648438,6619000.0,124.64397430419922
2014-11-25,163.5,161.55999755859375,162.64999389648438,161.75999450683594,4062400.0,124.34417724609375
2014-11-26,162.10000610351562,161.00999450683594,161.92999267578125,161.9499969482422,3966000.0,124.49024963378906
2014-11-28,163.3699951171875,161.44000244140625,162.75,162.1699981689453,2405500.0,124.65935516357422
2014-12-01,163.32000732421875,161.35000610351562,161.63999938964844,161.5399932861328,4168400.0,124.17505645751953
2014-12-02,162.72999572753906,161.63999938964844,162.47000122070312,162.6699981689453,3465700.0,125.04368591308594
2014-12-03,164.52000427246094,162.0,162.47000122070312,164.52000427246094,6429100.0,126.46583557128906
2014-12-04,164.5,163.00999450683594,164.00999450683594,164.0500030517578,3859400.0,126.10453796386719
2014-12-05,164.5,162.91000366210938,163.61000061035156,163.27000427246094,3013500.0,125.50489044189453
2014-12-08,163.2899932861328,161.5399932861328,163.2899932861328,161.86000061035156,2851000.0,124.42109680175781
2014-12-09,163.02000427246094,160.8000030517578,160.83999633789062,162.99000549316406,3861200.0,125.2896957397461
2014-12-10,163.3300018310547,160.02999877929688,163.00999450683594,160.50999450683594,4072800.0,123.38333129882812
2014-12-11,162.92999267578125,160.52000427246094,160.82000732421875,161.07000732421875,3989600.0,123.8138198852539
2014-12-12,160.5,155.3300018310547,160.25,155.3800048828125,8611700.0,119.43990325927734
